"","Continent","Country","Province","Day","Total.Detected","Active","Active.Hospitalized","Cumulative.Hospitalized","Total.Detected.Deaths","Active.Ventilated"
"1045","Africa","Jamaica","None","2020-08-04",639,4,2,91,10,0
"1046","Africa","Jamaica","None","2020-08-05",639,4,2,91,10,0
"1047","Africa","Jamaica","None","2020-08-06",639,4,2,91,10,0
"1048","Africa","Jamaica","None","2020-08-07",639,4,2,91,10,0
"1049","Africa","Jamaica","None","2020-08-08",639,3,2,91,10,0
"1050","Africa","Jamaica","None","2020-08-09",639,3,1,91,10,0
"1051","Africa","Jamaica","None","2020-08-10",639,3,1,91,10,0
"1052","Africa","Jamaica","None","2020-08-11",639,3,1,91,10,0
"1053","Africa","Jamaica","None","2020-08-12",639,3,1,91,10,0
"1054","Africa","Jamaica","None","2020-08-13",639,3,1,91,10,0
"1055","Africa","Jamaica","None","2020-08-14",639,2,1,91,10,0
"1056","Africa","Jamaica","None","2020-08-15",639,2,1,91,10,0
"1057","Africa","Kenya","None","2020-06-29",6138,2169,403,918,175,78
"1058","Africa","Kenya","None","2020-06-30",6343,2226,414,949,181,80
"1059","Africa","Kenya","None","2020-07-01",6553,2283,425,980,187,82
"1060","Africa","Kenya","None","2020-07-02",6766,2341,437,1012,193,84
"1061","Africa","Kenya","None","2020-07-03",6984,2400,448,1045,199,86
"1062","Africa","Kenya","None","2020-07-04",7207,2458,460,1078,206,88
"1063","Africa","Kenya","None","2020-07-05",7433,2517,471,1112,212,90
"1064","Africa","Kenya","None","2020-07-06",7663,2576,483,1147,219,92
"1065","Africa","Kenya","None","2020-07-07",7898,2636,494,1182,226,94
"1066","Africa","Kenya","None","2020-07-08",8137,2695,506,1218,232,97
"1067","Africa","Kenya","None","2020-07-09",8379,2754,518,1254,239,99
"1068","Africa","Kenya","None","2020-07-10",8626,2814,530,1291,247,101
"1069","Africa","Kenya","None","2020-07-11",8877,2873,542,1329,254,103
"1070","Africa","Kenya","None","2020-07-12",9131,2933,553,1367,261,105
"1071","Africa","Kenya","None","2020-07-13",9390,2992,565,1406,269,107
"1072","Africa","Kenya","None","2020-07-14",9652,3051,577,1445,276,109
"1073","Africa","Kenya","None","2020-07-15",9918,3110,589,1485,284,111
"1074","Africa","Kenya","None","2020-07-16",10187,3169,601,1525,292,113
"1075","Africa","Kenya","None","2020-07-17",10461,3227,613,1566,300,115
"1076","Africa","Kenya","None","2020-07-18",10737,3285,625,1608,308,117
"1077","Africa","Kenya","None","2020-07-19",11017,3343,636,1650,316,119
"1078","Africa","Kenya","None","2020-07-20",11301,3400,648,1692,324,121
"1079","Africa","Kenya","None","2020-07-21",11588,3457,660,1735,332,123
"1080","Africa","Kenya","None","2020-07-22",11878,3513,671,1779,341,125
"1081","Africa","Kenya","None","2020-07-23",12171,3569,683,1823,349,127
"1082","Africa","Kenya","None","2020-07-24",12467,3624,694,1867,358,129
"1083","Africa","Kenya","None","2020-07-25",12766,3678,705,1912,367,131
"1084","Africa","Kenya","None","2020-07-26",13068,3732,717,1957,376,133
"1085","Africa","Kenya","None","2020-07-27",13372,3785,728,2003,384,135
"1086","Africa","Kenya","None","2020-07-28",13679,3837,739,2049,393,137
"1087","Africa","Kenya","None","2020-07-29",13989,3888,749,2096,402,138
"1088","Africa","Kenya","None","2020-07-30",14301,3938,760,2142,412,140
"1089","Africa","Kenya","None","2020-07-31",14616,3987,771,2190,421,142
"1090","Africa","Kenya","None","2020-08-01",14932,4035,781,2237,430,144
"1091","Africa","Kenya","None","2020-08-02",15251,4083,791,2285,439,145
"1092","Africa","Kenya","None","2020-08-03",15572,4129,801,2333,449,147
"1093","Africa","Kenya","None","2020-08-04",15894,4174,811,2381,458,148
"1094","Africa","Kenya","None","2020-08-05",16219,4217,821,2430,468,150
"1095","Africa","Kenya","None","2020-08-06",16544,4260,830,2479,477,151
"1096","Africa","Kenya","None","2020-08-07",16872,4302,839,2528,487,153
"1097","Africa","Kenya","None","2020-08-08",17201,4342,848,2577,497,154
"1098","Africa","Kenya","None","2020-08-09",17531,4381,857,2627,506,155
"1099","Africa","Kenya","None","2020-08-10",17862,4418,866,2677,516,157
"1100","Africa","Kenya","None","2020-08-11",18194,4454,874,2726,526,158
"1101","Africa","Kenya","None","2020-08-12",18528,4489,882,2776,536,159
"1102","Africa","Kenya","None","2020-08-13",18862,4522,890,2827,546,160
"1103","Africa","Kenya","None","2020-08-14",19196,4554,897,2877,555,161
"1104","Africa","Kenya","None","2020-08-15",19531,4585,905,2927,565,162
"1105","Africa","Liberia","None","2020-06-29",749,223,42,105,47,8
"1106","Africa","Liberia","None","2020-06-30",772,230,43,109,49,8
"1107","Africa","Liberia","None","2020-07-01",795,237,44,112,50,8
"1108","Africa","Liberia","None","2020-07-02",818,243,46,116,51,9
"1109","Africa","Liberia","None","2020-07-03",843,250,47,119,53,9
"1110","Africa","Liberia","None","2020-07-04",868,258,48,123,54,9
"1111","Africa","Liberia","None","2020-07-05",894,265,50,127,56,9
"1112","Africa","Liberia","None","2020-07-06",920,272,51,131,57,10
"1113","Africa","Liberia","None","2020-07-07",947,280,52,135,59,10
"1114","Africa","Liberia","None","2020-07-08",975,288,54,139,60,10
"1115","Africa","Liberia","None","2020-07-09",1003,296,55,143,62,11
"1116","Africa","Liberia","None","2020-07-10",1032,304,57,148,63,11
"1117","Africa","Liberia","None","2020-07-11",1062,312,59,152,65,11
"1118","Africa","Liberia","None","2020-07-12",1093,321,60,157,67,11
"1119","Africa","Liberia","None","2020-07-13",1125,329,62,161,69,12
"1120","Africa","Liberia","None","2020-07-14",1157,338,63,166,70,12
"1121","Africa","Liberia","None","2020-07-15",1190,347,65,171,72,12
"1122","Africa","Liberia","None","2020-07-16",1224,356,67,176,74,13
"1123","Africa","Liberia","None","2020-07-17",1259,366,69,182,76,13
"1124","Africa","Liberia","None","2020-07-18",1294,375,71,187,78,13
"1125","Africa","Liberia","None","2020-07-19",1331,385,72,192,80,14
"1126","Africa","Liberia","None","2020-07-20",1368,395,74,198,82,14
"1127","Africa","Liberia","None","2020-07-21",1406,405,76,204,85,15
"1128","Africa","Liberia","None","2020-07-22",1445,416,78,210,87,15
"1129","Africa","Liberia","None","2020-07-23",1486,426,80,216,89,15
"1130","Africa","Liberia","None","2020-07-24",1527,437,82,222,91,16
"1131","Africa","Liberia","None","2020-07-25",1568,448,84,228,94,16
"1132","Africa","Liberia","None","2020-07-26",1611,459,87,235,96,16
"1133","Africa","Liberia","None","2020-07-27",1655,470,89,241,99,17
"1134","Africa","Liberia","None","2020-07-28",1700,482,91,248,101,17
"1135","Africa","Liberia","None","2020-07-29",1746,493,93,255,104,18
"1136","Africa","Liberia","None","2020-07-30",1793,505,95,262,106,18
"1137","Africa","Liberia","None","2020-07-31",1841,517,98,269,109,19
"1138","Africa","Liberia","None","2020-08-01",1890,530,100,276,112,19
"1139","Africa","Liberia","None","2020-08-02",1940,542,103,284,115,19
"1140","Africa","Liberia","None","2020-08-03",1991,555,105,291,118,20
"1141","Africa","Liberia","None","2020-08-04",2043,568,107,299,121,20
"1142","Africa","Liberia","None","2020-08-05",2097,581,110,307,124,21
"1143","Africa","Liberia","None","2020-08-06",2151,594,113,315,127,21
"1144","Africa","Liberia","None","2020-08-07",2207,608,115,324,130,22
"1145","Africa","Liberia","None","2020-08-08",2263,621,118,332,133,22
"1146","Africa","Liberia","None","2020-08-09",2321,635,121,341,136,23
"1147","Africa","Liberia","None","2020-08-10",2380,650,123,350,140,23
"1148","Africa","Liberia","None","2020-08-11",2441,664,126,359,143,24
"1149","Africa","Liberia","None","2020-08-12",2502,678,129,368,146,24
"1150","Africa","Liberia","None","2020-08-13",2565,693,132,378,150,25
"1151","Africa","Liberia","None","2020-08-14",2629,708,135,387,154,25
"1152","Africa","Liberia","None","2020-08-15",2694,723,138,397,157,26
"1153","Africa","Libya","None","2020-06-29",695,239,46,100,12,9
"1154","Africa","Libya","None","2020-06-30",705,234,46,101,12,8
"1155","Africa","Libya","None","2020-07-01",715,228,45,103,12,8
"1156","Africa","Libya","None","2020-07-02",723,223,44,104,12,8
"1157","Africa","Libya","None","2020-07-03",731,216,44,105,12,8
"1158","Africa","Libya","None","2020-07-04",739,210,43,106,13,7
"1159","Africa","Libya","None","2020-07-05",746,204,42,107,13,7
"1160","Africa","Libya","None","2020-07-06",753,197,41,108,13,7
"1161","Africa","Libya","None","2020-07-07",759,191,40,109,13,7
"1162","Africa","Libya","None","2020-07-08",764,184,39,110,13,6
"1163","Africa","Libya","None","2020-07-09",769,178,38,111,14,6
"1164","Africa","Libya","None","2020-07-10",774,171,37,112,14,6
"1165","Africa","Libya","None","2020-07-11",778,165,36,112,14,6
"1166","Africa","Libya","None","2020-07-12",782,158,35,113,14,5
"1167","Africa","Libya","None","2020-07-13",786,152,34,113,14,5
"1168","Africa","Libya","None","2020-07-14",789,146,33,114,14,5
"1169","Africa","Libya","None","2020-07-15",792,140,32,114,14,5
"1170","Africa","Libya","None","2020-07-16",795,134,31,115,15,5
"1171","Africa","Libya","None","2020-07-17",798,128,30,115,15,4
"1172","Africa","Libya","None","2020-07-18",800,122,29,116,15,4
"1173","Africa","Libya","None","2020-07-19",802,117,28,116,15,4
"1174","Africa","Libya","None","2020-07-20",804,112,27,116,15,4
"1175","Africa","Libya","None","2020-07-21",806,106,26,116,15,4
"1176","Africa","Libya","None","2020-07-22",808,102,25,117,15,3
"1177","Africa","Libya","None","2020-07-23",809,97,24,117,15,3
"1178","Africa","Libya","None","2020-07-24",811,92,23,117,15,3
"1179","Africa","Libya","None","2020-07-25",812,88,22,117,15,3
"1180","Africa","Libya","None","2020-07-26",813,83,21,117,16,3
"1181","Africa","Libya","None","2020-07-27",814,79,21,118,16,3
"1182","Africa","Libya","None","2020-07-28",815,75,20,118,16,2
"1183","Africa","Libya","None","2020-07-29",816,71,19,118,16,2
"1184","Africa","Libya","None","2020-07-30",817,68,18,118,16,2
"1185","Africa","Libya","None","2020-07-31",817,64,17,118,16,2
"1186","Africa","Libya","None","2020-08-01",818,61,17,118,16,2
"1187","Africa","Libya","None","2020-08-02",819,58,16,118,16,2
"1188","Africa","Libya","None","2020-08-03",819,55,15,118,16,2
"1189","Africa","Libya","None","2020-08-04",820,52,15,118,16,2
"1190","Africa","Libya","None","2020-08-05",820,49,14,119,16,2
"1191","Africa","Libya","None","2020-08-06",820,47,14,119,16,1
"1192","Africa","Libya","None","2020-08-07",821,44,13,119,16,1
"1193","Africa","Libya","None","2020-08-08",821,42,13,119,16,1
"1194","Africa","Libya","None","2020-08-09",821,40,12,119,16,1
"1195","Africa","Libya","None","2020-08-10",822,37,11,119,16,1
"1196","Africa","Libya","None","2020-08-11",822,35,11,119,16,1
"1197","Africa","Libya","None","2020-08-12",822,33,11,119,16,1
"1198","Africa","Libya","None","2020-08-13",822,32,10,119,16,1
"1199","Africa","Libya","None","2020-08-14",822,30,10,119,16,1
"1200","Africa","Libya","None","2020-08-15",823,28,9,119,16,1
"1201","Africa","Madagascar","None","2020-06-29",1869,673,124,280,19,24
"1202","Africa","Madagascar","None","2020-06-30",1901,673,124,285,20,24
"1203","Africa","Madagascar","None","2020-07-01",1932,673,124,290,21,24
"1204","Africa","Madagascar","None","2020-07-02",1963,673,124,294,22,24
"1205","Africa","Madagascar","None","2020-07-03",1993,672,124,299,22,24
"1206","Africa","Madagascar","None","2020-07-04",2022,670,124,303,23,24
"1207","Africa","Madagascar","None","2020-07-05",2050,668,124,308,24,24
"1208","Africa","Madagascar","None","2020-07-06",2078,665,124,312,25,24
"1209","Africa","Madagascar","None","2020-07-07",2104,661,123,316,25,24
"1210","Africa","Madagascar","None","2020-07-08",2130,658,123,320,26,24
"1211","Africa","Madagascar","None","2020-07-09",2155,654,122,323,27,23
"1212","Africa","Madagascar","None","2020-07-10",2180,649,122,327,28,23
"1213","Africa","Madagascar","None","2020-07-11",2203,644,121,330,28,23
"1214","Africa","Madagascar","None","2020-07-12",2226,639,120,334,29,23
"1215","Africa","Madagascar","None","2020-07-13",2248,634,120,337,30,23
"1216","Africa","Madagascar","None","2020-07-14",2269,628,119,340,31,22
"1217","Africa","Madagascar","None","2020-07-15",2289,622,118,343,32,22
"1218","Africa","Madagascar","None","2020-07-16",2309,615,117,346,32,22
"1219","Africa","Madagascar","None","2020-07-17",2327,609,116,349,33,22
"1220","Africa","Madagascar","None","2020-07-18",2346,602,115,352,34,22
"1221","Africa","Madagascar","None","2020-07-19",2363,595,113,354,35,21
"1222","Africa","Madagascar","None","2020-07-20",2380,588,112,357,36,21
"1223","Africa","Madagascar","None","2020-07-21",2396,581,111,359,37,21
"1224","Africa","Madagascar","None","2020-07-22",2411,573,110,362,37,20
"1225","Africa","Madagascar","None","2020-07-23",2426,566,108,364,38,20
"1226","Africa","Madagascar","None","2020-07-24",2440,558,107,366,39,20
"1227","Africa","Madagascar","None","2020-07-25",2454,550,106,368,40,20
"1228","Africa","Madagascar","None","2020-07-26",2467,543,104,370,41,19
"1229","Africa","Madagascar","None","2020-07-27",2479,535,103,372,42,19
"1230","Africa","Madagascar","None","2020-07-28",2491,527,101,374,43,19
"1231","Africa","Madagascar","None","2020-07-29",2502,519,100,375,43,19
"1232","Africa","Madagascar","None","2020-07-30",2513,512,99,377,44,18
"1233","Africa","Madagascar","None","2020-07-31",2523,504,97,378,45,18
"1234","Africa","Madagascar","None","2020-08-01",2533,496,96,380,46,18
"1235","Africa","Madagascar","None","2020-08-02",2542,489,94,381,47,17
"1236","Africa","Madagascar","None","2020-08-03",2551,481,93,383,48,17
"1237","Africa","Madagascar","None","2020-08-04",2559,473,91,384,49,17
"1238","Africa","Madagascar","None","2020-08-05",2567,466,90,385,50,17
"1239","Africa","Madagascar","None","2020-08-06",2575,459,88,386,50,16
"1240","Africa","Madagascar","None","2020-08-07",2582,451,87,387,51,16
"1241","Africa","Madagascar","None","2020-08-08",2589,444,86,388,52,16
"1242","Africa","Madagascar","None","2020-08-09",2595,437,84,389,53,16
"1243","Africa","Madagascar","None","2020-08-10",2602,430,83,390,54,15
"1244","Africa","Madagascar","None","2020-08-11",2607,423,81,391,55,15
"1245","Africa","Madagascar","None","2020-08-12",2613,416,80,392,56,15
"1246","Africa","Madagascar","None","2020-08-13",2618,410,79,393,56,15
"1247","Africa","Madagascar","None","2020-08-14",2623,403,77,393,57,14
"1248","Africa","Madagascar","None","2020-08-15",2628,397,76,394,58,14
"1249","Africa","Malawi","None","2020-06-29",811,244,49,118,9,9
"1250","Africa","Malawi","None","2020-06-30",819,237,48,119,9,8
"1251","Africa","Malawi","None","2020-07-01",828,230,47,121,9,8
"1252","Africa","Malawi","None","2020-07-02",836,224,46,122,9,8
"1253","Africa","Malawi","None","2020-07-03",843,217,45,123,9,8
"1254","Africa","Malawi","None","2020-07-04",849,210,44,124,9,7
"1255","Africa","Malawi","None","2020-07-05",856,203,43,125,10,7
"1256","Africa","Malawi","None","2020-07-06",861,196,42,126,10,7
"1257","Africa","Malawi","None","2020-07-07",867,189,41,126,10,7
"1258","Africa","Malawi","None","2020-07-08",872,182,40,127,10,6
"1259","Africa","Malawi","None","2020-07-09",876,175,39,128,10,6
"1260","Africa","Malawi","None","2020-07-10",881,168,37,128,10,6
"1261","Africa","Malawi","None","2020-07-11",884,162,36,129,10,6
"1262","Africa","Malawi","None","2020-07-12",888,155,35,130,10,5
"1263","Africa","Malawi","None","2020-07-13",891,149,34,130,11,5
"1264","Africa","Malawi","None","2020-07-14",894,142,33,131,11,5
"1265","Africa","Malawi","None","2020-07-15",897,136,32,131,11,5
"1266","Africa","Malawi","None","2020-07-16",900,131,31,131,11,4
"1267","Africa","Malawi","None","2020-07-17",902,125,30,132,11,4
"1268","Africa","Malawi","None","2020-07-18",904,119,29,132,11,4
"1269","Africa","Malawi","None","2020-07-19",906,114,28,132,11,4
"1270","Africa","Malawi","None","2020-07-20",908,109,27,133,11,4
"1271","Africa","Malawi","None","2020-07-21",910,104,26,133,11,3
"1272","Africa","Malawi","None","2020-07-22",912,99,25,133,11,3
"1273","Africa","Malawi","None","2020-07-23",913,94,24,133,11,3
"1274","Africa","Malawi","None","2020-07-24",914,90,23,134,11,3
"1275","Africa","Malawi","None","2020-07-25",915,85,22,134,12,3
"1276","Africa","Malawi","None","2020-07-26",917,81,21,134,12,3
"1277","Africa","Malawi","None","2020-07-27",917,77,21,134,12,2
"1278","Africa","Malawi","None","2020-07-28",918,73,20,134,12,2
"1279","Africa","Malawi","None","2020-07-29",919,70,19,134,12,2
"1280","Africa","Malawi","None","2020-07-30",920,66,18,134,12,2
"1281","Africa","Malawi","None","2020-07-31",921,63,18,134,12,2
"1282","Africa","Malawi","None","2020-08-01",921,59,17,135,12,2
"1283","Africa","Malawi","None","2020-08-02",922,56,16,135,12,2
"1284","Africa","Malawi","None","2020-08-03",922,54,15,135,12,2
"1285","Africa","Malawi","None","2020-08-04",923,51,15,135,12,2
"1286","Africa","Malawi","None","2020-08-05",923,48,14,135,12,1
"1287","Africa","Malawi","None","2020-08-06",924,46,14,135,12,1
"1288","Africa","Malawi","None","2020-08-07",924,43,13,135,12,1
"1289","Africa","Malawi","None","2020-08-08",924,41,13,135,12,1
"1290","Africa","Malawi","None","2020-08-09",925,39,12,135,12,1
"1291","Africa","Malawi","None","2020-08-10",925,37,12,135,12,1
"1292","Africa","Malawi","None","2020-08-11",925,35,11,135,12,1
"1293","Africa","Malawi","None","2020-08-12",925,33,11,135,12,1
"1294","Africa","Malawi","None","2020-08-13",925,31,10,135,12,1
"1295","Africa","Malawi","None","2020-08-14",926,29,10,135,12,1
"1296","Africa","Malawi","None","2020-08-15",926,28,9,135,12,1
"1297","Africa","Mali","None","2020-06-29",2217,447,91,324,127,16
"1298","Africa","Mali","None","2020-06-30",2246,446,91,329,129,16
"1299","Africa","Mali","None","2020-07-01",2274,444,91,333,130,16
"1300","Africa","Mali","None","2020-07-02",2302,442,90,337,132,16
"1301","Africa","Mali","None","2020-07-03",2329,440,90,341,134,15
"1302","Africa","Mali","None","2020-07-04",2357,437,90,345,135,15
"1303","Africa","Mali","None","2020-07-05",2384,435,90,349,137,15
"1304","Africa","Mali","None","2020-07-06",2410,432,89,353,138,15
"1305","Africa","Mali","None","2020-07-07",2436,429,89,357,140,15
"1306","Africa","Mali","None","2020-07-08",2462,426,88,361,141,15
"1307","Africa","Mali","None","2020-07-09",2488,423,88,365,143,15
"1308","Africa","Mali","None","2020-07-10",2513,420,87,369,144,15
"1309","Africa","Mali","None","2020-07-11",2537,416,87,373,146,15
"1310","Africa","Mali","None","2020-07-12",2562,413,86,376,147,14
"1311","Africa","Mali","None","2020-07-13",2586,409,86,380,149,14
"1312","Africa","Mali","None","2020-07-14",2609,405,85,383,150,14
"1313","Africa","Mali","None","2020-07-15",2632,401,85,387,151,14
"1314","Africa","Mali","None","2020-07-16",2655,397,84,390,153,14
"1315","Africa","Mali","None","2020-07-17",2677,392,83,393,154,14
"1316","Africa","Mali","None","2020-07-18",2699,388,82,397,155,13
"1317","Africa","Mali","None","2020-07-19",2720,383,82,400,157,13
"1318","Africa","Mali","None","2020-07-20",2741,379,81,403,158,13
"1319","Africa","Mali","None","2020-07-21",2761,374,80,406,159,13
"1320","Africa","Mali","None","2020-07-22",2782,369,79,409,160,13
"1321","Africa","Mali","None","2020-07-23",2801,364,78,412,162,13
"1322","Africa","Mali","None","2020-07-24",2820,359,78,415,163,12
"1323","Africa","Mali","None","2020-07-25",2839,354,77,418,164,12
"1324","Africa","Mali","None","2020-07-26",2858,349,76,421,165,12
"1325","Africa","Mali","None","2020-07-27",2876,344,75,423,166,12
"1326","Africa","Mali","None","2020-07-28",2893,339,74,426,167,12
"1327","Africa","Mali","None","2020-07-29",2911,334,73,428,168,11
"1328","Africa","Mali","None","2020-07-30",2927,328,72,431,169,11
"1329","Africa","Mali","None","2020-07-31",2944,323,71,433,170,11
"1330","Africa","Mali","None","2020-08-01",2960,318,70,436,171,11
"1331","Africa","Mali","None","2020-08-02",2975,312,69,438,172,11
"1332","Africa","Mali","None","2020-08-03",2991,307,68,441,173,11
"1333","Africa","Mali","None","2020-08-04",3006,301,67,443,174,10
"1334","Africa","Mali","None","2020-08-05",3020,296,66,445,175,10
"1335","Africa","Mali","None","2020-08-06",3034,291,65,447,176,10
"1336","Africa","Mali","None","2020-08-07",3048,285,64,449,176,10
"1337","Africa","Mali","None","2020-08-08",3061,280,63,451,177,10
"1338","Africa","Mali","None","2020-08-09",3074,274,62,453,178,9
"1339","Africa","Mali","None","2020-08-10",3087,269,61,455,179,9
"1340","Africa","Mali","None","2020-08-11",3099,263,60,457,179,9
"1341","Africa","Mali","None","2020-08-12",3111,258,59,459,180,9
"1342","Africa","Mali","None","2020-08-13",3123,253,58,460,181,9
"1343","Africa","Mali","None","2020-08-14",3134,247,57,462,182,8
"1344","Africa","Mali","None","2020-08-15",3145,242,56,464,182,8
"1345","Africa","Mauritania","None","2020-06-29",4467,2083,371,666,189,76
"1346","Africa","Mauritania","None","2020-06-30",4681,2154,385,699,200,78
"1347","Africa","Mauritania","None","2020-07-01",4899,2224,398,731,211,81
"1348","Africa","Mauritania","None","2020-07-02",5120,2293,412,764,222,83
"1349","Africa","Mauritania","None","2020-07-03",5345,2361,425,798,233,85
"1350","Africa","Mauritania","None","2020-07-04",5571,2427,438,832,245,88
"1351","Africa","Mauritania","None","2020-07-05",5800,2490,451,866,257,90
"1352","Africa","Mauritania","None","2020-07-06",6031,2551,463,901,269,92
"1353","Africa","Mauritania","None","2020-07-07",6264,2610,475,936,282,94
"1354","Africa","Mauritania","None","2020-07-08",6499,2668,487,971,294,96
"1355","Africa","Mauritania","None","2020-07-09",6735,2723,498,1007,307,98
"1356","Africa","Mauritania","None","2020-07-10",6972,2775,510,1042,320,100
"1357","Africa","Mauritania","None","2020-07-11",7209,2824,520,1078,333,102
"1358","Africa","Mauritania","None","2020-07-12",7446,2870,530,1113,347,103
"1359","Africa","Mauritania","None","2020-07-13",7683,2912,540,1149,360,105
"1360","Africa","Mauritania","None","2020-07-14",7919,2952,549,1184,374,106
"1361","Africa","Mauritania","None","2020-07-15",8156,2989,557,1220,388,107
"1362","Africa","Mauritania","None","2020-07-16",8392,3024,566,1255,401,108
"1363","Africa","Mauritania","None","2020-07-17",8626,3055,573,1290,415,109
"1364","Africa","Mauritania","None","2020-07-18",8859,3082,580,1325,429,110
"1365","Africa","Mauritania","None","2020-07-19",9089,3105,586,1360,443,111
"1366","Africa","Mauritania","None","2020-07-20",9318,3124,592,1394,457,112
"1367","Africa","Mauritania","None","2020-07-21",9544,3141,597,1428,471,112
"1368","Africa","Mauritania","None","2020-07-22",9768,3154,602,1462,485,113
"1369","Africa","Mauritania","None","2020-07-23",9990,3165,606,1495,499,113
"1370","Africa","Mauritania","None","2020-07-24",10209,3172,610,1528,513,113
"1371","Africa","Mauritania","None","2020-07-25",10425,3176,612,1560,527,113
"1372","Africa","Mauritania","None","2020-07-26",10637,3176,615,1592,540,113
"1373","Africa","Mauritania","None","2020-07-27",10845,3172,616,1623,554,113
"1374","Africa","Mauritania","None","2020-07-28",11050,3165,617,1654,568,112
"1375","Africa","Mauritania","None","2020-07-29",11251,3156,618,1684,581,112
"1376","Africa","Mauritania","None","2020-07-30",11449,3144,618,1714,594,111
"1377","Africa","Mauritania","None","2020-07-31",11644,3130,617,1743,607,111
"1378","Africa","Mauritania","None","2020-08-01",11834,3112,616,1772,620,110
"1379","Africa","Mauritania","None","2020-08-02",12020,3091,614,1799,633,109
"1380","Africa","Mauritania","None","2020-08-03",12201,3067,612,1827,646,108
"1381","Africa","Mauritania","None","2020-08-04",12378,3041,609,1853,658,107
"1382","Africa","Mauritania","None","2020-08-05",12550,3012,606,1879,671,106
"1383","Africa","Mauritania","None","2020-08-06",12719,2982,602,1904,683,105
"1384","Africa","Mauritania","None","2020-08-07",12884,2950,598,1929,694,104
"1385","Africa","Mauritania","None","2020-08-08",13044,2915,593,1953,706,102
"1386","Africa","Mauritania","None","2020-08-09",13200,2879,588,1976,718,101
"1387","Africa","Mauritania","None","2020-08-10",13351,2840,583,1999,729,100
"1388","Africa","Mauritania","None","2020-08-11",13497,2799,577,2021,740,98
"1389","Africa","Mauritania","None","2020-08-12",13639,2757,571,2042,750,96
"1390","Africa","Mauritania","None","2020-08-13",13777,2714,564,2063,761,95
"1391","Africa","Mauritania","None","2020-08-14",13911,2669,557,2083,771,93
"1392","Africa","Mauritania","None","2020-08-15",14040,2624,550,2102,781,91
"1393","Africa","Mauritius","None","2020-06-29",336,2,1,49,10,0
"1394","Africa","Mauritius","None","2020-06-30",336,2,1,49,10,0
"1395","Africa","Mauritius","None","2020-07-01",336,2,1,49,10,0
"1396","Africa","Mauritius","None","2020-07-02",336,1,1,49,10,0
"1397","Africa","Mauritius","None","2020-07-03",336,1,1,49,10,0
"1398","Africa","Mauritius","None","2020-07-04",336,1,1,49,10,0
"1399","Africa","Mauritius","None","2020-07-05",336,1,1,49,10,0
"1400","Africa","Mauritius","None","2020-07-06",336,1,1,49,10,0
"1401","Africa","Mauritius","None","2020-07-07",336,1,1,49,10,0
"1402","Africa","Mauritius","None","2020-07-08",336,1,1,49,10,0
"1403","Africa","Mauritius","None","2020-07-09",336,1,1,49,10,0
"1404","Africa","Mauritius","None","2020-07-10",336,1,1,49,10,0
"1405","Africa","Mauritius","None","2020-07-11",336,1,1,49,10,0
"1406","Africa","Mauritius","None","2020-07-12",336,1,1,49,10,0
"1407","Africa","Mauritius","None","2020-07-13",336,1,0,49,10,0
"1408","Africa","Mauritius","None","2020-07-14",336,1,0,49,10,0
"1409","Africa","Mauritius","None","2020-07-15",336,1,0,49,10,0
"1410","Africa","Mauritius","None","2020-07-16",336,1,0,49,10,0
"1411","Africa","Mauritius","None","2020-07-17",336,1,0,49,10,0
"1412","Africa","Mauritius","None","2020-07-18",336,1,0,49,10,0
"1413","Africa","Mauritius","None","2020-07-19",336,1,0,49,10,0
"1414","Africa","Mauritius","None","2020-07-20",336,1,0,49,10,0
"1415","Africa","Mauritius","None","2020-07-21",336,1,0,49,10,0
"1416","Africa","Mauritius","None","2020-07-22",336,0,0,49,10,0
"1417","Africa","Mauritius","None","2020-07-23",336,0,0,49,10,0
"1418","Africa","Mauritius","None","2020-07-24",336,0,0,49,10,0
"1419","Africa","Mauritius","None","2020-07-25",336,0,0,49,10,0
"1420","Africa","Mauritius","None","2020-07-26",336,0,0,49,10,0
"1421","Africa","Mauritius","None","2020-07-27",336,0,0,49,10,0
"1422","Africa","Mauritius","None","2020-07-28",336,0,0,49,10,0
"1423","Africa","Mauritius","None","2020-07-29",336,0,0,49,10,0
"1424","Africa","Mauritius","None","2020-07-30",336,0,0,49,10,0
"1425","Africa","Mauritius","None","2020-07-31",336,0,0,49,10,0
"1426","Africa","Mauritius","None","2020-08-01",336,0,0,49,10,0
"1427","Africa","Mauritius","None","2020-08-02",336,0,0,49,10,0
"1428","Africa","Mauritius","None","2020-08-03",336,0,0,49,10,0
"1429","Africa","Mauritius","None","2020-08-04",336,0,0,49,10,0
"1430","Africa","Mauritius","None","2020-08-05",336,0,0,49,10,0
"1431","Africa","Mauritius","None","2020-08-06",336,0,0,49,10,0
"1432","Africa","Mauritius","None","2020-08-07",336,0,0,49,10,0
"1433","Africa","Mauritius","None","2020-08-08",336,0,0,49,10,0
"1434","Africa","Mauritius","None","2020-08-09",336,0,0,49,10,0
"1435","Africa","Mauritius","None","2020-08-10",336,0,0,49,10,0
"1436","Africa","Mauritius","None","2020-08-11",336,0,0,49,10,0
"1437","Africa","Mauritius","None","2020-08-12",336,0,0,49,10,0
"1438","Africa","Mauritius","None","2020-08-13",336,0,0,49,10,0
"1439","Africa","Mauritius","None","2020-08-14",336,0,0,49,10,0
